TRN#_(INTERNAL);PER_FLU_RECIBO;PER_FLU_PAGO;FINALIDAD;DELIVERY/SETTLEMENT SWAPS;HEDGE LINK;SOSTENIBILIDAD;GAMMA;VEGA;DELTA
47934863;;;NE;C;;;0.0051;0.0019;99.9955
47934865;;;NE;C;;;0.2635;0.0041;99.5705
47934867;;;NE;C;;;0.0029;0.0041;99.9967
47934869;;;NE;C;;;0.0521;0.0041;99.9278
47934871;;;NE;C;;;0.6312;0.0078;98.5040
47934873;;;NE;C;;;0.0277;0.0078;99.9536
47934875;;;NE;C;;;0.2099;0.0078;99.5729
47934879;;;NE;C;;;NaN;0.0001;100.0000
47934881;;;NE;C;;;NaN;0.0001;100.0000
47934883;;;NE;C;;;NaN;0.0001;100.0000
47934885;;;NE;C;;;0.0593;0.0019;99.9375
47934888;;;NE;C;;;0.0593;0.0019;99.9375
47934900;;;NE;C;;;NaN;NaN;NaN
47934916;;;NE;C;;;1.4121;0.2351;83.3684
47934918;;;NE;C;;;0.9823;0.0549;94.4545
47934928;;;NE;C;;;0.6634;0.3591;93.1162
47934930;;;NE;C;;;0.6834;0.4113;92.4492
47934932;;;NE;C;;;0.6834;0.4113;92.4492
47934934;;;NE;C;;;0.6990;0.4655;91.8157
47934936;;;NE;C;;;0.6990;0.4655;91.8157
47934938;;;NE;C;;;0.7116;0.5199;91.1971
47934939;;;NE;C;;;0.7116;0.5199;91.1971
47934942;;;NE;C;;;1.7139;0.2020;78.7241
47934944;;;NE;C;;;0.6017;0.2554;94.6502
47934946;;;NE;C;;;0.6017;0.2554;94.6502
47934948;;;NE;C;;;0.6342;0.3025;93.9156
47934950;;;NE;C;;;0.6342;0.3025;93.9156
47934951;;;NE;C;;;1.6287;0.3025;76.2215
47934953;;;NE;C;;;1.6270;0.3591;73.8866
47934955;;;NE;C;;;1.4347;0.0839;89.1242
47934957;;;NE;C;;;1.4347;0.0839;89.1242
47934959;;;NE;C;;;1.6066;0.1254;84.7121
47934961;;;NE;C;;;1.6066;0.1254;84.7121
47934963;;;NE;C;;;1.6743;0.1622;81.5110
47934965;;;NE;C;;;1.6743;0.1622;81.5110
47934967;;;NE;C;;;NaN;0.0001;100.0000
47934969;;;NE;C;;;0.2996;0.0110;99.2708
47934971;;;NE;C;;;0.2996;0.0110;99.2708
47934973;;;NE;C;;;0.7697;0.0302;96.8002
47934975;;;NE;C;;;0.7697;0.0302;96.8002
47934977;;;NE;C;;;1.2120;0.0549;92.7359
47934979;;;NE;C;;;1.2120;0.0549;92.7359
47934981;;;NE;C;;;1.5082;0.4655;73.6947
47934983;;;NE;C;;;1.4936;0.5199;72.2274
47934985;;;NE;C;;;1.4936;0.5199;72.2274
47934991;;;NE;C;;;NaN;0.0001;100.0000
47934993;;;NE;C;;;1.4877;0.3025;79.6949
47934995;;;NE;C;;;1.4877;0.3025;79.6949
47934997;;;NE;C;;;1.5124;0.3591;77.1958
47934999;;;NE;C;;;1.5124;0.3591;77.1958
47935001;;;NE;C;;;1.5198;0.4113;75.1970
47935003;;;NE;C;;;1.5198;0.4113;75.1970
47935005;;;NE;C;;;1.5082;0.4655;73.6947
47935007;;;NE;C;;;0.4315;0.1622;96.9618
47935009;;;NE;C;;;1.4824;0.1622;84.7009
47935011;;;NE;C;;;1.5418;0.2020;82.1255
47935013;;;NE;C;;;1.5418;0.2020;82.1255
47935016;;;NE;C;;;0.6017;0.2554;94.6502
47935018;;;NE;C;;;0.6342;0.3025;93.9156
47935019;;;NE;C;;;0.5354;0.0302;97.9261
47935021;;;NE;C;;;0.9496;0.0549;94.6871
47935023;;;NE;C;;;0.9496;0.0549;94.6871
47935026;;;NE;C;;;1.1904;0.0839;91.5618
47935028;;;NE;C;;;1.1904;0.0839;91.5618
47935030;;;NE;C;;;1.3902;0.1254;87.6326
47935034;;;NE;C;;;NaN;0.0001;100.0000
47935036;;;NE;C;;;NaN;0.0001;100.0000
47935038;;;NE;C;;;0.0006;0.0110;99.9991
47935040;;;NE;C;;;0.0006;0.0110;99.9991
47935042;;;NE;C;;;0.0408;0.0302;99.8857
47935044;;;NE;C;;;0.0408;0.0302;99.8857
47935046;;;NE;C;;;0.2985;0.1254;98.2187
47935048;;;NE;C;;;0.3698;0.1622;97.4751
47935050;;;NE;C;;;0.3698;0.1622;97.4751
47935052;;;NE;C;;;0.4219;0.2020;96.8154
47935054;;;NE;C;;;0.4219;0.2020;96.8154
47935058;;;NE;C;;;0.0268;0.0302;99.9276
47935060;;;NE;C;;;0.0268;0.0302;99.9276
47935062;;;NE;C;;;0.1057;0.0549;99.5922
47935064;;;NE;C;;;0.1057;0.0549;99.5922
47935066;;;NE;C;;;0.1956;0.0839;99.0521
47935068;;;NE;C;;;0.1956;0.0839;99.0521
47935070;;;NE;C;;;0.2985;0.1254;98.2187
47935072;;;NE;C;;;0.1057;0.0549;99.5922
47935074;;;NE;C;;;0.1057;0.0549;99.5922
47935076;;;NE;C;;;0.3698;0.1622;97.4751
47935078;;;NE;C;;;0.3698;0.1622;97.4751
47935080;;;NE;C;;;0.4219;0.2020;96.8154
47935082;;;NE;C;;;0.4219;0.2020;96.8154
47935084;;;NE;C;;;0.7407;0.2649;92.9250
47935086;;;NE;C;;;0.7368;0.2778;92.8473
47935088;;;NE;C;;;0.7368;0.2778;92.8473
47935090;;;NE;C;;;0.8037;0.3009;91.7337
47935092;;;NE;C;;;0.8037;0.3009;91.7337
47935094;;;NE;C;;;0.0268;0.0302;99.9276
47935096;;;NE;C;;;0.0268;0.0302;99.9276
47935099;;;NE;C;;;0.7353;0.2351;93.2921
47935105;;;NE;C;;;1.8986;0.2649;70.1326
47935107;;;NE;C;;;1.8986;0.2649;70.1326
47935108;;;NE;C;;;0.7407;0.2649;92.9250
47935111;;;NE;C;;;NaN;0.0001;100.0000
47935113;;;NE;C;;;NaN;0.0001;100.0000
47935115;;;NE;C;;;0.3648;0.0110;99.0877
47935117;;;NE;C;;;0.3648;0.0110;99.0877
47935118;;;NE;C;;;0.7353;0.2351;93.2921
47935121;;;NE;C;;;0.7353;0.2351;93.2921
47935123;;;NE;C;;;1.6520;0.1650;81.7491
47935124;;;NE;C;;;1.7891;0.1918;77.6312
47935126;;;NE;C;;;1.7891;0.1918;77.6312
47935128;;;NE;C;;;0.5602;0.1918;95.5701
47935130;;;NE;C;;;0.5602;0.1918;95.5701
47935138;;;NE;C;;;NaN;0.0001;100.0000
47935140;;;NE;C;;;NaN;0.0001;100.0000
47935142;;;NE;C;;;0.0006;0.0110;99.9991
47935144;;;NE;C;;;0.0006;0.0110;99.9991
47935146;;;NE;C;;;1.6520;0.1650;81.7491
47935152;;;NE;C;;;0.4419;0.1514;96.9545
47935154;;;NE;C;;;0.4419;0.1514;96.9545
47935157;;;NE;C;;;0.4419;0.1514;96.9545
47935159;;;NE;C;;;1.6193;0.1514;83.0603
47935163;;;NE;C;;;1.5389;0.1356;85.1342
47935164;;;NE;C;;;1.5389;0.1356;85.1342
47935166;;;NE;C;;;0.3798;0.1356;97.5637
47935171;;;NE;C;;;0.0000;0.0049;100.0000
47935176;;;NE;C;;;0.0000;0.0116;100.0000
47935178;;;NE;C;;;0.0121;0.0116;99.9780
47935180;;;NE;C;;;0.0302;0.0158;99.9343
47935181;;;NE;C;;;0.0001;0.0158;99.9998
47935182;;;NE;C;;;0.0027;0.0158;99.9950
47935183;;;NE;C;;;0.0001;0.0158;99.9998
47935184;;;NE;C;;;0.0027;0.0158;99.9950
47935185;;;NE;C;;;0.0302;0.0158;99.9343
47935186;;;NE;C;;;0.3798;0.1356;97.5637
47935187;;;NE;C;;;1.5389;0.1356;85.1342
47935188;;;NE;C;;;0.0001;0.0041;99.9999
47935189;;;NE;C;;;0.0000;0.0041;100.0000
47935190;;;NE;C;;;0.0000;0.0041;100.0000
47935191;;;NE;C;;;0.0000;0.0041;100.0000
47935192;;;NE;C;;;0.0001;0.0041;99.9999
47935193;;;NE;C;;;0.0000;0.0041;100.0000
47935194;;;NE;C;;;0.0000;0.0078;100.0000
47935195;;;NE;C;;;0.0025;0.0078;99.9965
47935196;;;NE;C;;;0.0001;0.0078;99.9999
47935197;;;NE;C;;;0.0000;0.0078;100.0000
47935198;;;NE;C;;;0.0025;0.0078;99.9965
47935199;;;NE;C;;;0.0001;0.0078;99.9999
47935200;;;NE;C;;;0.0000;0.0116;100.0000
47935202;;;NE;C;;;NaN;0.0001;100.0000
47935203;;;NE;C;;;NaN;0.0001;100.0000
47935204;;;NE;C;;;NaN;0.0001;100.0000
47935205;;;NE;C;;;NaN;0.0001;100.0000
47935206;;;NE;C;;;NaN;0.0001;100.0000
47935207;;;NE;C;;;NaN;0.0001;100.0000
47935208;;;NE;C;;;0.0000;0.0019;100.0000
47935209;;;NE;C;;;0.0000;0.0019;100.0000
47935210;;;NE;C;;;0.0000;0.0019;100.0000
47935211;;;NE;C;;;0.0000;0.0019;100.0000
47935212;;;NE;C;;;0.0000;0.0019;100.0000
47935213;;;NE;C;;;0.0000;0.0019;100.0000
47935223;;;NE;C;;;NaN;NaN;NaN
47935224;;;NE;C;;;NaN;NaN;NaN
47935240;;;NE;C;;;0.0006;0.0110;99.9991
47935241;;;NE;C;;;0.1127;0.0110;99.7558
47935242;;;NE;C;;;0.0006;0.0110;99.9991
47935243;;;NE;C;;;0.1127;0.0110;99.7558
47935252;;;NE;C;;;NaN;0.0001;100.0000
47935254;;;NE;C;;;0.0006;0.0110;99.9991
47935255;;;NE;C;;;0.1000;0.0110;99.7861
47935256;;;NE;C;;;0.0006;0.0110;99.9991
47935257;;;NE;C;;;0.1000;0.0110;99.7861
47935262;;;NE;C;;;NaN;0.0001;100.0000
47935263;;;NE;C;;;NaN;0.0001;100.0000
47935264;;;NE;C;;;NaN;0.0001;100.0000
47935265;;;NE;C;;;NaN;0.0001;100.0000
47935266;;;NE;C;;;0.0003;0.0110;99.9996
47935267;;;NE;C;;;0.0436;0.0110;99.9138
47935268;;;NE;C;;;0.0003;0.0110;99.9996
47935269;;;NE;C;;;0.0510;0.0110;99.8977
47935270;;;NE;C;;;0.0003;0.0110;99.9996
47935271;;;NE;C;;;0.0510;0.0110;99.8977
47935276;;;NE;C;;;NaN;0.0001;100.0000
47935277;;;NE;C;;;NaN;0.0001;100.0000
47935278;;;NE;C;;;NaN;0.0001;100.0000
47935286;;;NE;C;;;NaN;0.0001;100.0000
47935287;;;NE;C;;;NaN;0.0001;100.0000
47935288;;;NE;C;;;NaN;0.0001;100.0000
47935289;;;NE;C;;;NaN;0.0001;100.0000
47935290;;;NE;C;;;0.0003;0.0110;99.9996
47935291;;;NE;C;;;0.0436;0.0110;99.9138
47935292;;;NE;C;;;0.8763;0.9483;84.0293
47935293;;;NE;C;;;0.8776;1.0658;82.8985
47935294;;;NE;C;;;0.8770;1.1347;82.2850
47935295;;;NE;C;;;0.8689;1.4034;80.1986
47935296;;;NE;C;;;0.4455;0.2244;96.4764
47935297;;;NE;C;;;1.1915;0.2244;87.3291
47935298;;;NE;C;;;0.4455;0.2244;96.4764
47935299;;;NE;C;;;1.1915;0.2244;87.3291
47935305;;;NE;C;;;0.8708;0.8348;85.2390
47935306;;;NE;C;;;0.8737;0.8829;84.7105
47935307;;;NE;C;;;0.8740;1.2581;81.2642
47935308;;;NE;C;;;0.6958;0.8829;88.9980
47935309;;;NE;C;;;0.8727;1.2940;80.9843
47935310;;;NE;C;;;0.6962;0.8991;88.8896
47935311;;;NE;C;;;0.6949;1.1347;87.5031
47935312;;;NE;C;;;0.6912;1.2581;86.8919
47935313;;;NE;C;;;0.6898;1.2940;86.7263
47935314;;;NE;C;;;0.6855;1.4034;86.2799
47935315;;;NE;C;;;0.8273;0.5638;88.7610
47935316;;;NE;C;;;0.8419;0.6212;87.9234
47935317;;;NE;C;;;0.8745;0.8991;84.5377
47935318;;;NE;C;;;0.8740;1.2581;81.2642
47935319;;;NE;C;;;0.8770;1.1347;82.2850
47935320;;;NE;C;;;0.8689;1.4034;80.1986
47935321;;;NE;C;;;0.8727;1.2940;80.9843
47935322;;;NE;C;;;0.6668;0.5638;91.6243
47935323;;;NE;C;;;0.6765;0.6212;91.0681
47935324;;;NE;C;;;0.6868;0.7105;90.2856
47935325;;;NE;C;;;0.6881;0.7257;90.1609
47935326;;;NE;C;;;0.6967;0.9483;88.5722
47935327;;;NE;C;;;0.8600;0.7257;86.5347
47935328;;;NE;C;;;0.6944;0.8348;89.3316
47935329;;;NE;C;;;0.8579;0.7105;86.7273
47935330;;;NE;C;;;0.6962;1.0658;87.8756
47935331;;;NE;C;;;0.8737;0.8829;84.7105
47935332;;;NE;C;;;0.8745;0.8991;84.5377
47935333;;;NE;C;;;0.6944;0.8348;89.3316
47935334;;;NE;C;;;0.6958;0.8829;88.9980
47935335;;;NE;C;;;0.6962;1.0658;87.8756
47935336;;;NE;C;;;0.6949;1.1347;87.5031
47935337;;;NE;C;;;0.6912;1.2581;86.8919
47935338;;;NE;C;;;0.6855;1.4034;86.2799
47935339;;;NE;C;;;0.8273;0.5638;88.7610
47935340;;;NE;C;;;0.8600;0.7257;86.5347
47935341;;;NE;C;;;0.8708;0.8348;85.2390
47935342;;;NE;C;;;0.8763;0.9483;84.0293
47935343;;;NE;C;;;0.8776;1.0658;82.8985
47935344;;;NE;C;;;0.8708;0.8348;85.2390
47935345;;;NE;C;;;0.8740;1.2581;81.2642
47935346;;;NE;C;;;0.8727;1.2940;80.9843
47935347;;;NE;C;;;0.8689;1.4034;80.1986
47935348;;;NE;C;;;0.6668;0.5638;91.6243
47935349;;;NE;C;;;0.6868;0.7105;90.2856
47935350;;;NE;C;;;0.6962;0.8991;88.8896
47935351;;;NE;C;;;0.6967;0.9483;88.5722
47935352;;;NE;C;;;0.6881;0.7257;90.1609
47935353;;;NE;C;;;0.6765;0.6212;91.0681
47935354;;;NE;C;;;0.6898;1.2940;86.7263
47935355;;;NE;C;;;0.8579;0.7105;86.7273
47935356;;;NE;C;;;0.8419;0.6212;87.9234
47935357;;;NE;C;;;0.8745;0.8991;84.5377
47935358;;;NE;C;;;0.8763;0.9483;84.0293
47935359;;;NE;C;;;0.8776;1.0658;82.8985
47935360;;;NE;C;;;0.8770;1.1347;82.2850
47935361;;;NE;C;;;0.6881;0.7257;90.1609
47935362;;;NE;C;;;0.6962;1.0658;87.8756
47935363;;;NE;C;;;0.6949;1.1347;87.5031
47935364;;;NE;C;;;0.6898;1.2940;86.7263
47935365;;;NE;C;;;0.8273;0.5638;88.7610
47935366;;;NE;C;;;0.8419;0.6212;87.9234
47935367;;;NE;C;;;0.8579;0.7105;86.7273
47935368;;;NE;C;;;0.8600;0.7257;86.5347
47935369;;;NE;C;;;0.8737;0.8829;84.7105
47935370;;;NE;C;;;0.8745;0.8991;84.5377
47935371;;;NE;C;;;0.8776;1.0658;82.8985
47935372;;;NE;C;;;0.8727;1.2940;80.9843
47935373;;;NE;C;;;0.8689;1.4034;80.1986
47935374;;;NE;C;;;0.6668;0.5638;91.6243
47935375;;;NE;C;;;0.6765;0.6212;91.0681
47935376;;;NE;C;;;0.6958;0.8829;88.9980
47935377;;;NE;C;;;0.6944;0.8348;89.3316
47935378;;;NE;C;;;0.6868;0.7105;90.2856
47935379;;;NE;C;;;0.6962;0.8991;88.8896
47935380;;;NE;C;;;0.6912;1.2581;86.8919
47935381;;;NE;C;;;0.6967;0.9483;88.5722
47935382;;;NE;C;;;0.6855;1.4034;86.2799
47935383;;;NE;C;;;0.8579;0.7105;86.7273
47935384;;;NE;C;;;0.8600;0.7257;86.5347
47935385;;;NE;C;;;0.8708;0.8348;85.2390
47935386;;;NE;C;;;0.8763;0.9483;84.0293
47935387;;;NE;C;;;0.8770;1.1347;82.2850
47935388;;;NE;C;;;0.6881;0.7257;90.1609
47935389;;;NE;C;;;0.6958;0.8829;88.9980
47935390;;;NE;C;;;0.6967;0.9483;88.5722
47935391;;;NE;C;;;0.6912;1.2581;86.8919
47935392;;;NE;C;;;0.6898;1.2940;86.7263
47935393;;;NE;C;;;0.8740;1.2581;81.2642
47935394;;;NE;C;;;0.8419;0.6212;87.9234
47935395;;;NE;C;;;0.8737;0.8829;84.7105
47935396;;;NE;C;;;0.8696;1.3850;80.3262
47935397;;;NE;C;;;0.8734;1.2760;81.1236
47935398;;;NE;C;;;0.8715;1.3302;80.7152
47935399;;;NE;C;;;0.8721;1.3121;80.8469
47935400;;;NE;C;;;0.6668;0.5638;91.6243
47935401;;;NE;C;;;0.6868;0.7105;90.2856
47935402;;;NE;C;;;0.6765;0.6212;91.0681
47935403;;;NE;C;;;0.6944;0.8348;89.3316
47935404;;;NE;C;;;0.6962;0.8991;88.8896
47935405;;;NE;C;;;0.6962;1.0658;87.8756
47935406;;;NE;C;;;0.6949;1.1347;87.5031
47935407;;;NE;C;;;0.6855;1.4034;86.2799
47935408;;;NE;C;;;0.8273;0.5638;88.7610
47935409;;;NE;C;;;0.8776;1.0318;83.2139
47935410;;;NE;C;;;0.8777;1.0488;83.0555
47935411;;;NE;C;;;0.8776;1.0829;82.7430
47935412;;;NE;C;;;0.8773;1.1173;82.4362
47935413;;;NE;C;;;0.8774;1.1001;82.5889
47935414;;;NE;C;;;0.8767;1.1521;82.1351
47935415;;;NE;C;;;0.8751;1.2225;81.5493
47935416;;;NE;C;;;0.8764;1.1696;81.9866
47935417;;;NE;C;;;0.8760;1.1871;81.8395
47935418;;;NE;C;;;0.8709;1.3484;80.5845
47935419;;;NE;C;;;0.8702;1.3666;80.4549
47935420;;;NE;C;;;0.8755;1.2048;81.6938
47935421;;;NE;C;;;0.8745;1.2402;81.4061
47935422;;;NE;C;;;0.8637;0.7564;86.1553
47935423;;;NE;C;;;0.8683;0.8032;85.6001
47935424;;;NE;C;;;0.8669;0.7875;85.7834
47935425;;;NE;C;;;0.8719;0.8508;85.0611
47935426;;;NE;C;;;0.8696;0.8189;85.4187
47935427;;;NE;C;;;0.8729;0.8668;84.8849
47935428;;;NE;C;;;0.8752;0.9154;84.3666
47935429;;;NE;C;;;0.8758;0.9318;84.1971
47935430;;;NE;C;;;0.8654;0.7719;85.9684
47935431;;;NE;C;;;0.8767;0.9648;83.8631
47935432;;;NE;C;;;0.8770;0.9814;83.6985
47935433;;;NE;C;;;0.8773;0.9981;83.5354
47935434;;;NE;C;;;0.8775;1.0149;83.3739
47935435;;;NE;C;;;0.6935;1.1871;87.2350
47935436;;;NE;C;;;0.8507;0.6654;87.3165
47935437;;;NE;C;;;0.6944;1.1521;87.4126
47935438;;;NE;C;;;0.6929;1.2048;87.1478
47935439;;;NE;C;;;0.6924;1.2225;87.0615
47935440;;;NE;C;;;0.6918;1.2402;86.9762
47935441;;;NE;C;;;0.8350;0.5923;88.3381
47935442;;;NE;C;;;0.8385;0.6067;88.1298
47935443;;;NE;C;;;0.8313;0.5780;88.5485
47935444;;;NE;C;;;0.8450;0.6359;87.7191
47935445;;;NE;C;;;0.8532;0.6803;87.1181
47935446;;;NE;C;;;0.8622;0.7366;86.3800
47935447;;;NE;C;;;0.8556;0.6954;86.9217
47935448;;;NE;C;;;0.6954;0.8668;89.1078
47935449;;;NE;C;;;0.6905;1.2760;86.8086
47935450;;;NE;C;;;0.6884;1.3302;86.5710
47935451;;;NE;C;;;0.6964;0.9154;88.7825
47935452;;;NE;C;;;0.6891;1.3121;86.6456
47935453;;;NE;C;;;0.6966;0.9318;88.6766
47935454;;;NE;C;;;0.6870;1.3666;86.4239
47935455;;;NE;C;;;0.6877;1.3484;86.4970
47935456;;;NE;C;;;0.6862;1.3850;86.3515
47935457;;;NE;C;;;0.8479;0.6506;87.5168
47935458;;;NE;C;;;0.6967;1.0149;88.1668
47935459;;;NE;C;;;0.6940;1.1696;87.3233
47935460;;;NE;C;;;0.6968;0.9648;88.4690
47935461;;;NE;C;;;0.6854;0.6954;90.4118
47935462;;;NE;C;;;0.6914;0.7719;89.7964
47935487;;;NE;C;;;0.8767;1.1521;82.1351
47935488;;;NE;C;;;0.8776;1.0318;83.2139
47935489;;;NE;C;;;0.8764;1.1696;81.9866
47935490;;;NE;C;;;0.8776;1.0829;82.7430
47935511;;;NE;C;;;0.8767;0.9648;83.8631
47935512;;;NE;C;;;0.8777;1.0488;83.0555
47935513;;;NE;C;;;0.8556;0.6954;86.9217
47935514;;;NE;C;;;0.8532;0.6803;87.1181
47935515;;;NE;C;;;0.8600;0.7257;86.5347
47935516;;;NE;C;;;0.8622;0.7366;86.3800
47935517;;;NE;C;;;0.8579;0.7105;86.7273
47935518;;;NE;C;;;0.8669;0.7875;85.7834
47935519;;;NE;C;;;0.8683;0.8032;85.6001
47935520;;;NE;C;;;0.8637;0.7564;86.1553
47935521;;;NE;C;;;0.8708;0.8348;85.2390
47935522;;;NE;C;;;0.8696;0.8189;85.4187
47935523;;;NE;C;;;0.8719;0.8508;85.0611
47935524;;;NE;C;;;0.8745;0.8991;84.5377
47935525;;;NE;C;;;0.8729;0.8668;84.8849
47935526;;;NE;C;;;0.6877;1.3484;86.4970
47935527;;;NE;C;;;0.6870;1.3666;86.4239
47935528;;;NE;C;;;0.6862;1.3850;86.3515
47935529;;;NE;C;;;0.6855;1.4034;86.2799
47935530;;;NE;C;;;0.8273;0.5638;88.7610
47935531;;;NE;C;;;0.8350;0.5923;88.3381
47935532;;;NE;C;;;0.8313;0.5780;88.5485
47935533;;;NE;C;;;0.8419;0.6212;87.9234
47935534;;;NE;C;;;0.8385;0.6067;88.1298
47935535;;;NE;C;;;0.8450;0.6359;87.7191
47935536;;;NE;C;;;0.8507;0.6654;87.3165
47935537;;;NE;C;;;0.8654;0.7719;85.9684
47935556;;;NE;C;;;0.6968;0.9814;88.3671
47935557;;;NE;C;;;0.6966;1.0318;88.0686
47935558;;;NE;C;;;0.6967;1.0149;88.1668
47935559;;;NE;C;;;0.6968;0.9981;88.2663
47935560;;;NE;C;;;0.6964;1.0488;87.9715
47935561;;;NE;C;;;0.6968;0.9648;88.4690
47935562;;;NE;C;;;0.6962;1.0658;87.8756
47935563;;;NE;C;;;0.6956;1.1001;87.6871
47935564;;;NE;C;;;0.6959;1.0829;87.7808
47935565;;;NE;C;;;0.6890;0.7366;90.0729
47935566;;;NE;C;;;0.6914;0.7719;89.7964
47935567;;;NE;C;;;0.6923;0.7875;89.6780
47935568;;;NE;C;;;0.6904;0.7564;89.9163
47935569;;;NE;C;;;0.6931;0.8032;89.5611
47935570;;;NE;C;;;0.6938;0.8189;89.4456
47935571;;;NE;C;;;0.6839;0.6803;90.5397
47935572;;;NE;C;;;0.6854;0.6954;90.4118
47935573;;;NE;C;;;0.6944;0.8348;89.3316
47935574;;;NE;C;;;0.6950;0.8508;89.2189
47935575;;;NE;C;;;0.6958;0.8829;88.9980
47935576;;;NE;C;;;0.6868;0.7105;90.2856
47935577;;;NE;C;;;0.6962;0.8991;88.8896
47935578;;;NE;C;;;0.8721;1.3121;80.8469
47935579;;;NE;C;;;0.8715;1.3302;80.7152
47935580;;;NE;C;;;0.8709;1.3484;80.5845
47935581;;;NE;C;;;0.8696;1.3850;80.3262
47935582;;;NE;C;;;0.6668;0.5638;91.6243
47935583;;;NE;C;;;0.6695;0.5780;91.4825
47935584;;;NE;C;;;0.6720;0.5923;91.3426
47935585;;;NE;C;;;0.6765;0.6212;91.0681
47935586;;;NE;C;;;0.6786;0.6359;90.9334
47935587;;;NE;C;;;0.6743;0.6067;91.2044
47935588;;;NE;C;;;0.6805;0.6506;90.8005
47935589;;;NE;C;;;0.6823;0.6654;90.6693
47935590;;;NE;C;;;0.6881;0.7257;90.1609
47935591;;;NE;C;;;0.8745;1.2402;81.4061
47935592;;;NE;C;;;0.8669;0.7875;85.7834
47935593;;;NE;C;;;0.8758;0.9318;84.1971
47935594;;;NE;C;;;0.8752;0.9154;84.3666
47935595;;;NE;C;;;0.8775;1.0149;83.3739
47935596;;;NE;C;;;0.8773;0.9981;83.5354
47935597;;;NE;C;;;0.8777;1.0488;83.0555
47935598;;;NE;C;;;0.8776;1.0318;83.2139
47935599;;;NE;C;;;0.8702;1.3666;80.4549
47935600;;;NE;C;;;0.8764;1.1696;81.9866
47935601;;;NE;C;;;0.8767;1.1521;82.1351
47935602;;;NE;C;;;0.8734;1.2760;81.1236
47935603;;;NE;C;;;0.8760;1.1871;81.8395
47935604;;;NE;C;;;0.8696;0.8189;85.4187
47935605;;;NE;C;;;0.8637;0.7564;86.1553
47935606;;;NE;C;;;0.8719;0.8508;85.0611
47935607;;;NE;C;;;0.8729;0.8668;84.8849
47935608;;;NE;C;;;0.8767;0.9648;83.8631
47935609;;;NE;C;;;0.8770;0.9814;83.6985
47935610;;;NE;C;;;0.8776;1.0829;82.7430
47935611;;;NE;C;;;0.8774;1.1001;82.5889
47935612;;;NE;C;;;0.8773;1.1173;82.4362
47935613;;;NE;C;;;0.8622;0.7366;86.3800
47935614;;;NE;C;;;0.8755;1.2048;81.6938
47935615;;;NE;C;;;0.8751;1.2225;81.5493
47935616;;;NE;C;;;0.8654;0.7719;85.9684
47935617;;;NE;C;;;0.8385;0.6067;88.1298
47935618;;;NE;C;;;0.8350;0.5923;88.3381
47935619;;;NE;C;;;0.6891;1.3121;86.6456
47935620;;;NE;C;;;0.6877;1.3484;86.4970
47935621;;;NE;C;;;0.6870;1.3666;86.4239
47935622;;;NE;C;;;0.6862;1.3850;86.3515
47935623;;;NE;C;;;0.8450;0.6359;87.7191
47935624;;;NE;C;;;0.8313;0.5780;88.5485
47935625;;;NE;C;;;0.8507;0.6654;87.3165
47935626;;;NE;C;;;0.8479;0.6506;87.5168
47935627;;;NE;C;;;0.8556;0.6954;86.9217
47935628;;;NE;C;;;0.8532;0.6803;87.1181
47935629;;;NE;C;;;0.8683;0.8032;85.6001
47935630;;;NE;C;;;0.6964;1.0488;87.9715
48498375;;;NE;D;;;2.0965;0.3025;47.4506
48498376;;;NE;C;;;2.0965;0.3025;47.4506
48518645;;;NE;D;;;2.2792;0.2244;46.6416
48518702;;;NE;D;;;2.1241;0.2244;64.9816
48522095;;;NE;C;;;2.1241;0.2244;64.9816
48522105;;;NE;C;;;2.2792;0.2244;46.6416
48523012;;;NE;D;;;2.7020;0.0568;75.8918
48523013;;;NE;C;;;2.7020;0.0568;75.8918
48523015;;;NE;D;;;2.7020;0.0568;75.8918
48523016;;;NE;C;;;2.7020;0.0568;75.8918
48523017;;;NE;D;;;3.2057;0.0568;65.1728
48523018;;;NE;C;;;3.2057;0.0568;65.1728
48523057;;;NE;D;;;2.6535;0.0617;75.4301
48523058;;;NE;C;;;2.6535;0.0617;75.4301
48523059;;;NE;D;;;2.6535;0.0617;75.4301
48523060;;;NE;C;;;2.6535;0.0617;75.4301
48523061;;;NE;D;;;3.1249;0.0617;64.9009
48523062;;;NE;C;;;3.1249;0.0617;64.9009
48523126;;;NE;D;;;2.6323;0.0637;75.3322
48523127;;;NE;C;;;2.6323;0.0637;75.3322
48523128;;;NE;D;;;2.6323;0.0637;75.3322
48523129;;;NE;C;;;2.6323;0.0637;75.3322
48523130;;;NE;D;;;3.0963;0.0637;64.8064
48523131;;;NE;C;;;3.0963;0.0637;64.8064
48545028;;;NE;D;;;2.6905;0.0558;76.3345
48545124;;;NE;D;;;2.6905;0.0558;76.3345
48545538;;;NE;C;;;2.6905;0.0558;76.3345
48545543;;;NE;C;;;2.6905;0.0558;76.3345
47941307;;;NE;C;;;0.8719;0.8508;85.0611
47941309;;;NE;C;;;0.8737;0.8829;84.7105
47941311;;;NE;C;;;0.8763;0.9483;84.0293
47941312;;;NE;C;;;0.8767;0.9648;83.8631
47941313;;;NE;C;;;0.8745;0.8991;84.5377
47941314;;;NE;C;;;0.8777;1.0488;83.0555
47941315;;;NE;C;;;0.8776;1.0658;82.8985
47941316;;;NE;C;;;0.8770;0.9814;83.6985
